season,player_code,player_name,age,team,is_traded,games,games_started,start_rate,minutes,min_per_game,sum_pir,pir_per_game
2016,3367,"RICE, TYRESE",29,BAR,False,30.0,30.0,1.0,888.6666666666666,29.62222222222222,319.0,10.633333333333333
2016,4159,"HICKMAN, RICKY",31,MIL,False,30.0,20.0,0.6666666666666666,749.35,24.978333333333335,313.0,10.433333333333334
2016,5160,"HUNTER, OTHELLO",30,MAD,False,30.0,0.0,0.0,522.6833333333333,17.422777777777775,313.0,10.433333333333334
2016,1324,"MUHAMMED, ALI",33,ULK,False,29.0,23.0,0.7931034482758621,764.9833333333333,26.378735632183908,312.0,10.758620689655173
2016,AQU,"BOUROUSIS, IOANNIS",33,PAN,False,30.0,6.0,0.2,547.1333333333333,18.237777777777776,310.0,10.333333333333334
2016,5154,"IVERSON, COLTON",27,TEL,False,30.0,24.0,0.8,618.0333333333333,20.60111111111111,310.0,10.333333333333334
2016,1255,"PAPANIKOLAOU, KOSTAS",26,OLY,False,30.0,27.0,0.9,671.95,22.398333333333333,309.0,10.3
2016,6536,"RUDD, VICTOR",25,TEL,False,30.0,20.0,0.6666666666666666,775.2166666666667,25.840555555555557,309.0,10.3
2016,3024,"GRANGER, JAYSON",27,IST,False,30.0,27.0,0.9,760.1333333333333,25.337777777777777,303.0,10.1
2016,6421,"MILLER, DARIUS",26,BAM,False,30.0,19.0,0.6333333333333333,814.1666666666666,27.13888888888889,301.0,10.033333333333333
2016,4418,"MCLEAN, JAMEL",28,MIL,False,30.0,4.0,0.13333333333333333,622.1833333333333,20.73944444444444,300.0,10.0
2016,2543,"WESTERMANN, LEO",24,ZAL,False,30.0,27.0,0.9,755.35,25.178333333333335,300.0,10.0
2016,3608,"LOJESKI, MATT",31,OLY,False,26.0,2.0,0.07692307692307693,556.95,21.42115384615385,295.0,11.346153846153847
2016,ABN,"ZISIS, NIKOS",33,BAM,False,30.0,24.0,0.8,722.2,24.073333333333334,293.0,9.766666666666667
2016,LHK,"PLEISS, TIBOR",27,GAL,False,28.0,20.0,0.7142857142857143,479.4666666666666,17.12380952380952,292.0,10.428571428571429
2016,3469,"VEZENKOV, SASHA",21,BAR,False,30.0,6.0,0.2,551.8,18.39333333333333,292.0,9.733333333333333
2016,6661,"WILBEKIN, SCOTTIE",23,DAR,False,27.0,13.0,0.48148148148148145,670.1666666666666,24.820987654320987,291.0,10.777777777777779
2016,5985,"JAMES, MIKE",26,PAN,False,22.0,0.0,0.0,484.25,22.011363636363637,289.0,13.136363636363637
2016,JUO,"SPANOULIS, VASSILIS",34,OLY,False,26.0,25.0,0.9615384615384616,679.7166666666667,26.14294871794872,289.0,11.115384615384615
2016,6599,"MOTUM, BROCK",26,ZAL,False,30.0,0.0,0.0,693.3666666666667,23.112222222222222,285.0,9.5
2016,5014,"JENKINS, CHARLES",27,RED,False,30.0,29.0,0.9666666666666667,782.8333333333334,26.094444444444445,284.0,9.466666666666667
2016,2812,"HINES, KYLE",30,CSK,False,30.0,18.0,0.6,598.25,19.941666666666666,283.0,9.433333333333334
2016,JEA,"MACVAN, MILAN",27,MIL,False,28.0,24.0,0.8571428571428571,626.7666666666667,22.38452380952381,281.0,10.035714285714286
2016,46,"STRELNIEKS, JANIS",27,BAM,False,22.0,5.0,0.22727272727272727,551.6333333333333,25.074242424242424,281.0,12.772727272727273
2016,2329,"ULANOVAS, EDGARAS",24,ZAL,False,30.0,16.0,0.5333333333333333,731.6166666666667,24.387222222222224,279.0,9.3
2016,CPR,"SIMON, KRUNOSLAV",31,MIL,False,21.0,9.0,0.42857142857142855,580.6,27.64761904761905,266.0,12.666666666666666
2016,3210,"LEKAVICIUS, LUKAS",22,ZAL,False,30.0,0.0,0.0,543.2333333333333,18.107777777777777,265.0,8.833333333333334
2016,2821,"BOGDANOVIC, BOGDAN",24,ULK,False,17.0,12.0,0.7058823529411765,456.2166666666666,26.836274509803918,262.0,15.411764705882353
2016,CCD,"DATOME, LUIGI",29,ULK,False,28.0,18.0,0.6428571428571429,701.3666666666667,25.048809523809524,260.0,9.285714285714286
2016,1926,"SLOUKAS, KOSTAS",26,ULK,False,24.0,11.0,0.4583333333333333,626.3833333333333,26.099305555555556,260.0,10.833333333333334
2016,1833,"MOERMAN, ADRIEN",28,DAR,False,29.0,20.0,0.6896551724137931,674.85,23.270689655172415,259.0,8.931034482758621
2016,2744,"TILLIE, KIM",28,BAS,False,29.0,13.0,0.4482758620689655,556.8166666666667,19.20057471264368,257.0,8.862068965517242
2016,1274,"SMITH, DEVIN",33,TEL,False,28.0,24.0,0.8571428571428571,733.3666666666667,26.191666666666666,254.0,9.071428571428571
2016,3413,"JACKSON, AARON",30,CSK,False,29.0,24.0,0.8275862068965517,619.2,21.351724137931036,250.0,8.620689655172415
2016,5001,"SANDERS, RAKIM",27,MIL,False,24.0,11.0,0.4583333333333333,547.8833333333333,22.82847222222222,250.0,10.416666666666666
2016,1133,"SHENGELIA, TORNIKE",25,BAS,False,21.0,12.0,0.5714285714285714,437.78333333333336,20.8468253968254,248.0,11.80952380952381
2016,4259,"WILLIAMS, LATAVIOUS",27,UNK,False,30.0,1.0,0.03333333333333333,519.8833333333333,17.329444444444444,248.0,8.266666666666667
2016,JLX,"KURBANOV, NIKITA",30,CSK,False,30.0,24.0,0.8,589.85,19.66166666666667,247.0,8.233333333333333
2016,1438,"AUGUSTINE, JAMES",32,CSK,False,29.0,6.0,0.20689655172413793,477.73333333333335,16.473563218390805,246.0,8.482758620689655
2016,5159,"GREEN, ERICK",24,OLY,False,29.0,4.0,0.13793103448275862,599.3666666666667,20.667816091954023,242.0,8.344827586206897
2016,BMT,"FERNANDEZ, RUDY",31,MAD,False,26.0,7.0,0.2692307692307692,640.3166666666667,24.627564102564104,241.0,9.26923076923077
2016,4178,"KOPONEN, PETTERI",28,BAR,False,27.0,3.0,0.1111111111111111,609.9833333333333,22.591975308641977,241.0,8.925925925925926
2016,5938,"ANDERSON, JAMES",27,DAR,False,30.0,20.0,0.6666666666666666,668.1,22.27,239.0,7.966666666666667
2016,6450,"HIGGINS, CORY",27,CSK,False,27.0,7.0,0.25925925925925924,541.8,20.066666666666666,234.0,8.666666666666666
2016,556,"CLAVER, VICTOR",28,BAR,False,27.0,19.0,0.7037037037037037,593.6,21.985185185185188,227.0,8.407407407407407
2016,CHX,"BJELICA, MILKO",32,RED,False,30.0,1.0,0.03333333333333333,468.78333333333336,15.626111111111111,225.0,7.5
2016,JDU,"RADULJICA, MIROSLAV",28,MIL,False,29.0,23.0,0.7931034482758621,450.81666666666666,15.545402298850574,225.0,7.758620689655173
2016,2429,"RIVERS, KC",29,PAN,False,30.0,3.0,0.1,810.9,27.029999999999998,222.0,7.4
2016,6590,"BEAUBOIS, RODRIGUE",28,BAS,False,27.0,11.0,0.4074074074074074,550.0833333333334,20.37345679012346,219.0,8.11111111111111
2016,LHI,"VORONTSEVICH, ANDREY",29,CSK,False,30.0,16.0,0.5333333333333333,583.2666666666667,19.44222222222222,219.0,7.3
2016,6433,"PANGOS, KEVIN",23,ZAL,False,30.0,30.0,1.0,624.0333333333333,20.80111111111111,216.0,7.2
2016,4863,"JOVIC, STEFAN",26,RED,False,23.0,23.0,1.0,549.4333333333333,23.88840579710145,214.0,9.304347826086957
2016,4997,"DIEBLER, JON",28,GAL,False,29.0,2.0,0.06896551724137931,550.95,18.99827586206897,211.0,7.275862068965517
2016,3443,"WEEMS, SONNY",30,TEL,False,19.0,16.0,0.8421052631578947,514.2,27.063157894736843,211.0,11.105263157894736
2016,3472,"DAYE, AUSTIN",28,GAL,False,25.0,14.0,0.56,462.6666666666667,18.506666666666668,209.0,8.36
2016,AAX,"REYES, FELIPE",36,MAD,False,27.0,18.0,0.6666666666666666,358.0833333333333,13.262345679012345,207.0,7.666666666666667
2016,4866,"KALINIC, NIKOLA",25,ULK,False,28.0,15.0,0.5357142857142857,651.75,23.276785714285715,197.0,7.035714285714286
2016,JBX,"KALNIETIS, MANTAS",30,MIL,False,26.0,9.0,0.34615384615384615,504.76666666666665,19.414102564102564,197.0,7.576923076923077
2016,4088,"OSMAN, CEDI",21,IST,False,30.0,29.0,0.9666666666666667,555.0166666666667,18.500555555555554,197.0,6.566666666666666
2016,4554,"ZIZIC, ANTE",19,DAR,False,16.0,13.0,0.8125,350.18333333333334,21.886458333333334,195.0,12.1875
2016,1960,"CARROLL, JAYCEE",33,MAD,False,30.0,2.0,0.06666666666666667,516.5333333333333,17.217777777777776,189.0,6.3
2016,1098,"LIMA, AUGUSTO",25,ZAL,False,30.0,19.0,0.6333333333333333,446.3333333333333,14.877777777777776,189.0,6.3
2016,4004,"GUDURIC, MARKO",21,RED,False,29.0,4.0,0.13793103448275862,545.1,18.79655172413793,187.0,6.448275862068965
2016,BCQ,"KHRYAPA, VICTOR",34,CSK,False,28.0,11.0,0.39285714285714285,378.7,13.525,187.0,6.678571428571429
2016,6555,"WOLTERS, NATE",25,RED,False,27.0,1.0,0.037037037037037035,407.2,15.08148148148148,184.0,6.814814814814815
2016,7427,"BUDINGER, CHASE",28,BAS,False,26.0,13.0,0.5,479.7166666666666,18.450641025641023,183.0,7.038461538461538
2016,JCC,"MACIULIS, JONAS",31,MAD,False,25.0,23.0,0.92,432.05,17.282,182.0,7.28
2016,4862,"SEELEY, DENNIS",27,TEL,False,26.0,14.0,0.5384615384615384,526.15,20.236538461538462,181.0,6.961538461538462
2016,5918,"FELDEINE, JAMES",28,PAN,False,30.0,28.0,0.9333333333333333,618.4,20.613333333333333,180.0,6.0
2016,LEM,"RADOSEVIC, LEON",26,BAM,False,28.0,21.0,0.75,451.3666666666667,16.120238095238097,165.0,5.892857142857143
2016,436,"BERTANS, DAIRIS",27,DAR,False,28.0,7.0,0.25,449.01666666666665,16.036309523809525,164.0,5.857142857142857
2016,LLH,"FRIDZON, VITALY",31,CSK,False,30.0,6.0,0.2,392.9166666666667,13.097222222222223,159.0,5.3
2016,3941,"MILUTINOV, NIKOLA",22,OLY,False,29.0,12.0,0.41379310344827586,359.4166666666667,12.39367816091954,159.0,5.482758620689655
2016,7400,"NUNNALLY, JAMES",26,ULK,False,30.0,11.0,0.36666666666666664,544.1166666666667,18.137222222222224,154.0,5.133333333333334
2016,622,"OHAYON, YOGEV",29,TEL,False,27.0,10.0,0.37037037037037035,483.5833333333333,17.910493827160494,153.0,5.666666666666667
2016,399,"KAVALIAUSKAS, ANTANAS",32,ZAL,False,29.0,6.0,0.20689655172413793,340.1166666666667,11.72816091954023,146.0,5.0344827586206895
2016,464,"PAPPAS, NIKOS",26,PAN,False,26.0,1.0,0.038461538461538464,447.01666666666665,17.192948717948717,146.0,5.615384615384615
2016,6385,"PASCOLO, DAVIDE",26,MIL,False,22.0,6.0,0.2727272727272727,334.4,15.2,146.0,6.636363636363637
2016,KRH,"PERPEROGLOU, STRATOS",32,BAR,False,22.0,15.0,0.6818181818181818,459.75,20.897727272727273,144.0,6.545454545454546
2016,1972,"OLESON, BRAD",33,BAR,False,24.0,18.0,0.75,519.3333333333334,21.63888888888889,143.0,5.958333333333333
2016,TFH,"PRELDZIC, EMIR",29,GAL,False,18.0,3.0,0.16666666666666666,292.1,16.227777777777778,143.0,7.944444444444445
2016,5094,"THOMAS, DESHAUN",25,IST,False,30.0,0.0,0.0,433.98333333333335,14.466111111111111,143.0,4.766666666666667
2016,2026,"ANTIPOV, PAVEL",25,UNK,False,28.0,9.0,0.32142857142857145,524.2166666666667,18.72202380952381,141.0,5.035714285714286
2016,KPD,"MILAKNIS, ARTURAS",30,ZAL,False,30.0,8.0,0.26666666666666666,633.3333333333334,21.11111111111111,139.0,4.633333333333334
2016,KIW,"CINCIARINI, ANDREA",30,MIL,False,23.0,9.0,0.391304347826087,425.23333333333335,18.48840579710145,137.0,5.956521739130435
2016,3508,"DORSEY, JOEY",33,BAR,False,17.0,0.0,0.0,291.93333333333334,17.172549019607843,137.0,8.058823529411764
2016,KJP,"MEKEL, GAL",28,TEL,False,24.0,10.0,0.4166666666666667,383.1833333333333,15.96597222222222,135.0,5.625
2016,3537,"MANTZARIS, VANGELIS",26,OLY,False,30.0,30.0,1.0,705.5333333333333,23.517777777777777,134.0,4.466666666666667
2016,3540,"DIOP, ILIMANE",21,BAS,False,30.0,8.0,0.26666666666666666,414.53333333333336,13.81777777777778,129.0,4.3
2016,2980,"GIST, JAMES",30,PAN,False,12.0,12.0,1.0,286.1,23.84166666666667,128.0,10.666666666666666
2016,1832,"DOELLMAN, JUSTIN",31,BAR,False,15.0,14.0,0.9333333333333333,299.3,19.953333333333333,126.0,8.4
2016,BAE,"ANTIC, PERO",34,ULK,False,27.0,11.0,0.4074074074074074,398.3,14.751851851851852,124.0,4.592592592592593
2016,2553,"MITROVIC, LUKA",23,RED,False,28.0,27.0,0.9642857142857143,439.73333333333335,15.704761904761906,121.0,4.321428571428571
2016,4945,"PAUL, BRANDON",25,IST,False,18.0,13.0,0.7222222222222222,330.3,18.35,121.0,6.722222222222222
2016,4183,"ZIRBES, MAIK",26,TEL,False,15.0,2.0,0.13333333333333333,229.81666666666663,15.32111111111111,121.0,8.066666666666666
2016,LUO,"LAZIC, BRANKO",27,RED,False,30.0,6.0,0.2,708.95,23.631666666666668,120.0,4.0
2016,3453,"THOMPSON, DEON",28,RED;GAL,True,26.0,0.0,0.0,287.18333333333334,11.04551282051282,114.0,4.384615384615385
2016,5881,"GABRIEL, KENNY",27,PAN,False,21.0,12.0,0.5714285714285714,331.9833333333333,15.808730158730157,113.0,5.380952380952381
2016,3482,"NICHOLS, DEMETRIS",32,PAN,False,29.0,18.0,0.6206896551724138,475.5,16.396551724137932,111.0,3.8275862068965516
2016,3514,"DRAGIC, ZORAN",27,MIL,False,23.0,14.0,0.6086956521739131,441.8833333333333,19.21231884057971,110.0,4.782608695652174
2016,7032,"LO, MAODO",24,BAM,False,26.0,2.0,0.07692307692307693,282.9166666666667,10.881410256410257,105.0,4.038461538461538
2016,7050,"CLARKE, COTY",24,UNK,False,14.0,9.0,0.6428571428571429,305.05,21.789285714285715,104.0,7.428571428571429
2016,5984,"YOUNG, PATRIC",24,OLY,False,24.0,1.0,0.041666666666666664,237.4333333333333,9.893055555555554,103.0,4.291666666666667
2016,5161,"PAPAPETROU, IOANNIS",22,OLY,False,29.0,4.0,0.13793103448275862,465.2,16.041379310344826,102.0,3.5172413793103448
2016,880,"GENTILE, ALESSANDRO",24,MIL;PAN,True,18.0,16.0,0.8888888888888888,324.1166666666667,18.006481481481483,101.0,5.611111111111111
2016,4902,"HARANGODY, LUKE",28,DAR,False,25.0,3.0,0.12,302.31666666666666,12.092666666666666,100.0,4.0
2016,4160,"LANDESBERG, SYLVEN",26,TEL,False,23.0,3.0,0.13043478260869565,354.0833333333333,15.394927536231883,100.0,4.3478260869565215
2016,3452,"BLAZIC, JAKA",26,BAS,False,30.0,7.0,0.23333333333333334,424.98333333333335,14.166111111111112,97.0,3.2333333333333334
2016,ATS,"BANIC, MARKO",32,UNK,False,24.0,4.0,0.16666666666666666,322.3833333333333,13.432638888888889,96.0,4.0
2016,BWZ,"BARGNANI, ANDREA",31,BAS,False,15.0,5.0,0.3333333333333333,240.7,16.046666666666667,93.0,6.2
2016,6546,"TAYLOR, JEFFERY",27,MAD,False,24.0,17.0,0.7083333333333334,359.8833333333333,14.995138888888889,93.0,3.875
2016,LKX,"PNINI, GUY",33,TEL,False,29.0,1.0,0.034482758620689655,367.1833333333333,12.661494252873561,91.0,3.1379310344827585
2016,7765,"SIMPSON, DIAMON",29,TEL,False,6.0,2.0,0.3333333333333333,120.91666666666669,20.152777777777782,91.0,15.166666666666666
2016,JUP,"KAIMAKOGLOU, KOSTAS",33,UNK,False,19.0,17.0,0.8947368421052632,438.3333333333333,23.07017543859649,88.0,4.631578947368421
2016,1215,"FAVERANI, VITOR",28,BAR,False,9.0,1.0,0.1111111111111111,139.36666666666667,15.485185185185186,86.0,9.555555555555555
2016,3527,"ABASS, AWUDU",23,MIL,False,23.0,11.0,0.4782608695652174,368.53333333333336,16.023188405797104,85.0,3.6956521739130435
2016,LSK,"PANIN, VADIM",32,UNK,False,26.0,21.0,0.8076923076923077,473.7166666666666,18.219871794871793,82.0,3.1538461538461537
2016,2946,"DRAPER, DONTAYE",32,MAD,False,23.0,2.0,0.08695652173913043,338.65,14.72391304347826,81.0,3.5217391304347827
2016,5836,"THOMPKINS, TREY",26,MAD,False,21.0,3.0,0.14285714285714285,260.78333333333336,12.41825396825397,77.0,3.6666666666666665
2016,5193,"DENTMON, JUSTIN",31,GAL,False,8.0,2.0,0.25,163.26666666666668,20.408333333333335,76.0,9.5
2016,3328,"ALDEMIR, FURKAN",25,DAR,False,27.0,6.0,0.2222222222222222,286.96666666666664,10.628395061728394,75.0,2.7777777777777777
2016,5945,"RENFROE, ALEX",30,BAR,False,17.0,2.0,0.11764705882352941,301.03333333333336,17.707843137254905,75.0,4.411764705882353
2016,5815,"JOHNSON, ORLANDO",27,UNK,False,15.0,1.0,0.06666666666666667,251.41666666666663,16.76111111111111,69.0,4.6
2016,6668,"STOLL, PAUL",31,UNK,False,14.0,5.0,0.35714285714285715,221.08333333333331,15.791666666666666,69.0,4.928571428571429
2016,1633,"LUZ, RAFA",24,BAS,False,29.0,0.0,0.0,228.61666666666667,7.883333333333334,67.0,2.310344827586207
2016,6420,"HECKMANN, PATRICK",24,BAM,False,28.0,6.0,0.21428571428571427,348.78333333333336,12.45654761904762,64.0,2.2857142857142856
2016,4429,"AGRAVANIS, DIMITRIS",22,OLY,False,18.0,3.0,0.16666666666666666,192.25,10.680555555555555,62.0,3.4444444444444446
2016,3521,"BALBAY, DOGUS",27,IST,False,23.0,4.0,0.17391304347826086,222.15,9.658695652173913,62.0,2.6956521739130435
2016,BEZ,"FOTSIS, ANTONIS",35,PAN,False,22.0,4.0,0.18181818181818182,275.28333333333336,12.512878787878789,62.0,2.8181818181818183
2016,JAN,"PONKRASHOV, ANTON",30,UNK,False,10.0,3.0,0.3,203.01666666666668,20.30166666666667,62.0,6.2
2016,1844,"HACKETT, DANIEL",29,OLY,False,11.0,0.0,0.0,160.35,14.577272727272726,61.0,5.545454545454546
2016,5942,"DANGUBIC, NEMANJA",23,RED,False,24.0,24.0,1.0,464.03333333333336,19.334722222222222,60.0,2.5
2016,2506,"STAIGER, LUCCA",28,BAM,False,19.0,4.0,0.21052631578947367,124.23333333333332,6.53859649122807,58.0,3.0526315789473686
2016,7121,"COTTON, BRYCE",24,IST,False,10.0,10.0,1.0,182.6833333333333,18.26833333333333,56.0,5.6
2016,7595,"FITIPALDO , BRUNO",25,GAL,False,16.0,6.0,0.375,225.2,14.075,56.0,3.5
2016,ADI,"NAVARRO, JUAN CARLOS",36,BAR,False,16.0,8.0,0.5,246.88333333333333,15.430208333333333,55.0,3.4375
2016,2969,"MAHMUTOGLU, MELIH",26,ULK,False,17.0,4.0,0.23529411764705882,205.13333333333333,12.066666666666666,53.0,3.1176470588235294
2016,659,"SLAUGHTER, MARCUS",31,DAR,False,9.0,3.0,0.3333333333333333,157.98333333333332,17.553703703703704,51.0,5.666666666666667
2016,6195,"ALEXANDER, JOE",30,TEL,False,17.0,5.0,0.29411764705882354,188.26666666666668,11.07450980392157,50.0,2.9411764705882355
2016,4170,"BATUK, BIRKAN",26,DAR,False,28.0,2.0,0.07142857142857142,366.15,13.076785714285714,48.0,1.7142857142857142
2016,1108,"KULAGIN, DMITRY",24,CSK,False,17.0,5.0,0.29411764705882354,175.85,10.344117647058823,46.0,2.7058823529411766
2016,KNO,"SEIBUTIS, RENALDAS",31,ZAL,False,30.0,9.0,0.3,374.56666666666666,12.485555555555555,46.0,1.5333333333333334
2016,4223,"WATERS, DOMINIC",30,OLY,False,15.0,0.0,0.0,181.88333333333333,12.125555555555556,45.0,3.0
2016,7148,"AYRES, JEFF",29,CSK,False,4.0,2.0,0.5,36.75,9.1875,42.0,10.5
2016,4222,"OMIC, ALEN",24,IST,False,17.0,1.0,0.058823529411764705,140.1,8.241176470588234,41.0,2.411764705882353
2016,3703,"NIKOLIC, ALEKSEJ",21,BAM,False,10.0,1.0,0.1,103.66666666666669,10.366666666666669,38.0,3.8
2016,7616,"KIRK, ALEX",25,IST,False,11.0,0.0,0.0,92.53333333333332,8.41212121212121,37.0,3.3636363636363638
2016,6399,"DUVERIOGLU, AHMET",23,ULK,False,7.0,0.0,0.0,56.06666666666667,8.00952380952381,36.0,5.142857142857143
2016,2104,"KOKSAL, GOKSENIN",25,GAL,False,28.0,17.0,0.6071428571428571,406.8833333333333,14.531547619047618,36.0,1.2857142857142858
2016,6338,"McNEAL, JEREL",29,BAM,False,15.0,0.0,0.0,225.4,15.026666666666667,35.0,2.3333333333333335
2016,4941,"ANTONOV, SEMEN",27,CSK,False,25.0,3.0,0.12,216.83333333333331,8.673333333333332,34.0,1.36
2016,BVE,"JAVTOKAS, ROBERTAS",36,ZAL,False,17.0,5.0,0.29411764705882354,124.2,7.305882352941176,32.0,1.8823529411764706
2016,5813,"ARAR, EGE",20,GAL,False,10.0,1.0,0.1,114.86666666666666,11.486666666666666,31.0,3.1
2016,4300,"KORKMAZ, CAN",24,GAL,False,10.0,0.0,0.0,79.23333333333333,7.923333333333334,31.0,3.1
2016,6476,"DIAGNE, MOUSSA",22,BAR,False,8.0,1.0,0.125,78.66666666666667,9.833333333333334,30.0,3.75
2016,LLM,"VEREMEENKO, VLADIMIR",32,BAM,False,25.0,7.0,0.28,200.25,8.01,29.0,1.16
2016,JYB,"ERDEN, SEMIH",30,DAR,False,10.0,9.0,0.9,147.45,14.745,28.0,2.8
2016,7434,"HOLMES, JONATHAN",24,BAR,False,7.0,2.0,0.2857142857142857,89.41666666666667,12.773809523809524,28.0,4.0
2016,3151,"ERIKSSON, MARCUS",23,BAR,False,22.0,3.0,0.13636363636363635,217.35,9.879545454545454,26.0,1.1818181818181819
2016,7356,"SMITH, RUSS",25,GAL,False,7.0,1.0,0.14285714285714285,65.2,9.314285714285715,24.0,3.4285714285714284
2016,1389,"VORONOV, EVGENY",30,UNK,False,23.0,0.0,0.0,349.9833333333333,15.216666666666665,24.0,1.0434782608695652
2016,956,"ANDJUSIC, DANILO",25,UNK,False,8.0,1.0,0.125,121.05,15.13125,20.0,2.5
2016,4499,"FONTECCHIO, SIMONE",21,MIL,False,10.0,2.0,0.2,117.38333333333334,11.738333333333333,19.0,1.9
2016,JPF,"SAVAS, OGUZ",29,DAR,False,8.0,0.0,0.0,51.35,6.41875,19.0,2.375
2016,LOO,"FREELAND, JOEL",29,CSK,False,14.0,4.0,0.2857142857142857,76.0,5.428571428571429,18.0,1.2857142857142858
2016,6657,"MILLER, QUINCY",24,TEL,False,4.0,3.0,0.75,77.31666666666666,19.329166666666666,18.0,4.5
