Season,Player_ID,Team,minutes,poss,pts,fga,fta,pir,tm_poss,tm_min,games,usage,ts,ppm,usage_odd,ts_odd,ppm_odd,min_odd,usage_even,ts_even,ppm_even,min_even
2016,P002506   ,BAM,124.10000000000001,54.0,74,50,0,58,2123.64,5472.516666666666,27,22.426328012273213,74.0,0.467365028203062,22.183682115227064,81.48148148148148,0.6160458452722063,69.8,22.748617104832626,65.21739130434783,0.27624309392265195,54.3
2016,P002507   ,BAR,632.7666666666667,296.92,256,200,93,377,2289.36,5825.0,29,23.878535844583546,53.12966959986717,0.5957962387399253,23.38494335949184,55.55555555555556,0.6313934707062797,340.51666666666665,24.467231994046287,50.38896746817539,0.5543199315654406,292.25
2016,P002543   ,ZAL,754.1166666666667,297.36,247,207,44,301,2409.36,5999.766666666666,30,19.638425676802147,54.559109383283264,0.3991424845846133,19.82858047358583,57.2289156626506,0.4787784679089027,386.4,19.453355498857814,51.74291938997821,0.3154602728550061,367.7166666666667
2016,P002553   ,RED,442.73333333333335,156.32,116,109,28,121,2239.8,5625.0,28,17.734363557397558,47.80745136828223,0.2733022135220599,16.731466993876783,39.39277478862414,0.19258545979778527,207.7,18.63940486558846,54.12817551963048,0.3446319670968657,235.03333333333333
2016,P002744   ,BAS,558.8166666666667,170.44,209,141,26,257,2537.16,6000.016666666666,30,14.42569586141044,68.55156127000787,0.45990038474156697,13.579664645799935,70.75471698113208,0.4141905276427157,277.65,15.266800708502203,66.68283220174588,0.5050385299347955,281.1666666666667
2016,P002753   ,TEL,0.06666666666666667,0.0,0,0,0,0,836.16,2025.0,10,0.0,,0.0,,,,0.0,0.0,,0.0,0.06666666666666667
2016,P002812   ,CSK,598.25,230.56,250,142,99,283,2519.96,6049.266666666666,30,18.50292269667049,67.36365596033627,0.4730463852904304,20.288365498481447,68.11989100817438,0.48081841432225064,293.25,16.745228703208753,66.42512077294687,0.46557377049180326,305.0
2016,P002821   ,ULK,457.2166666666667,218.72,232,157,63,262,1295.52,3425.0,17,25.293730893444096,62.797747942832395,0.5730324791309737,26.828808835677556,65.63706563706565,0.6129712628526233,252.86666666666667,23.56094987854589,59.171597633136095,0.5236114509420112,204.35
2016,P002849   ,BAM,874.7166666666667,338.12,346,255,73,507,2355.44,6072.516666666666,30,19.931047487804598,60.25355252159376,0.5796162566926433,19.388566552603244,62.37307803887438,0.5981436919903746,436.35,20.46936833242588,58.29536317341195,0.5611740552049274,438.3666666666667
2016,P002871   ,OLY,0.0,0.0,0,0,0,0,82.28,200.0,1,,,,,,,0.0,,,,
2016,P002946   ,MAD,337.65,80.48,69,58,17,81,2168.64,5239.833333333333,26,11.518109917326123,52.68784361637141,0.23989338071968017,12.753770788063958,38.75968992248062,0.17920735209649624,145.08333333333334,10.577369045737841,65.17960602549246,0.2856153712999827,192.56666666666666
2016,P002969   ,ULK,205.13333333333333,67.64,79,61,6,53,2262.28,5850.0,29,17.053238555787523,62.067881835323696,0.25836854078648036,12.99305131615612,65.9090909090909,0.19157088122605362,104.4,21.184287485291517,60.03842459173871,0.32759761747187294,100.73333333333333
2016,P002980   ,PAN,287.1,114.0,114,85,25,128,1069.12,2700.4333333333334,13,20.058971471154482,59.375,0.4458376872169975,18.19461944157003,55.21201413427562,0.35202086049543674,153.4,22.09727707249455,63.09148264984227,0.5534779356768886,133.7
2016,P003024   ,IST,761.1333333333333,322.28000000000003,281,248,62,303,2637.48,6100.0,30,19.585888084632597,51.03894216797443,0.3980905666987825,18.94822594527096,46.73264216148288,0.3329369797859691,378.45,20.174198739902078,54.74452554744525,0.4625234092591786,382.68333333333334
2016,P003034   ,UNK,618.3666666666667,273.0,327,216,75,409,2327.88,5825.0,29,22.094384755237563,65.66265060240964,0.6614198695488114,22.65432314518616,65.62693020382952,0.6790518898142217,312.2,21.52479366292627,65.70137261466354,0.6434403919433859,306.1666666666667
2016,P003048   ,IST,879.65,299.48,322,217,117,448,2637.48,6100.0,30,15.748114836317358,59.96722288438617,0.5092934689933496,15.5961276026982,63.374805598755835,0.5569136745607334,436.3333333333333,15.878799754409657,56.83442951100944,0.46242339937591637,443.31666666666666
2016,P003151   ,BAR,217.35,61.0,44,50,0,26,2276.36,5825.0,29,14.363331046640097,44.0,0.1196227283183805,11.116137538519832,52.77777777777778,0.07516442217350454,106.43333333333334,17.439254144679314,39.0625,0.1622839969947408,110.91666666666666
2016,P003210   ,ZAL,542.2333333333333,285.76,256,212,54,265,2409.36,5999.766666666666,30,26.246892095112376,54.29250084832033,0.488719493453003,28.577502742570097,58.949624866023576,0.49986670221274326,250.06666666666666,24.25431975488107,50.080775444264944,0.4791785510553337,292.1666666666667
2016,P003240   ,PAN,29.916666666666664,11.88,12,9,2,1,1211.96,3074.6666666666665,15,20.14851239838854,60.72874493927125,0.033426183844011144,16.588377153342957,75.0,-0.10968921389396709,9.116666666666667,21.788267019780502,57.10659898477157,0.09615384615384615,20.8
2016,P003269   ,RED,14.833333333333334,5.0,2,4,0,3,310.04,800.0,4,17.395363265921468,25.0,0.20224719101123595,17.36176418673156,25.0,0.20224719101123595,14.833333333333334,,,,0.0
2016,P003328   ,DAR,288.96666666666664,66.0,48,47,25,75,2484.08,6025.0,30,11.079436072929026,41.37931034482759,0.25954550697889034,11.787545853362149,37.764350453172206,0.23356040595022937,119.88333333333334,10.605331018023204,44.41624365482234,0.2779694430754066,169.08333333333334
2016,P003367   ,BAR,888.6666666666666,473.12,389,364,73,319,2358.64,6025.0,30,27.199304829090295,49.10128243966475,0.35896474118529637,27.761724615168117,45.94880677444188,0.33420635213397765,451.81666666666666,26.633333003347246,52.58126195028681,0.3845713631681355,436.85
2016,P003413   ,CSK,619.2,213.04,209,149,41,250,2438.2,5849.266666666666,29,16.507917724425134,62.559865900383144,0.40374677002583975,15.861734795966871,62.224669603524234,0.4468457943925233,342.40000000000003,17.291495202184535,62.95907660020987,0.3504335260115607,276.8
2016,P003443   ,TEL,515.2,249.28,221,175,37,211,1564.0,3825.0,19,23.66662165811504,57.768716018402344,0.40954968944099374,23.974386670274313,57.53800675675676,0.3543148570661656,248.36666666666667,23.35479663445641,57.995028997514495,0.46096189881324173,266.8333333333333
2016,P003452   ,BAS,421.78333333333336,166.12,142,138,23,97,2537.16,6000.016666666666,30,18.62803753339286,47.934107480421275,0.22997589599715493,19.154209079258774,51.36035535813436,0.2579412467160258,209.35,18.107160574485807,44.689800210304945,0.2024164443747058,212.43333333333334
2016,P003453   ,GAL,152.03333333333333,58.84,55,48,11,57,1238.92,3000.0,15,18.7431177282775,52.043906131718394,0.3749177811883359,17.763533764223475,54.26917510853835,0.3973509933774835,85.56666666666666,20.004146517765584,49.6031746031746,0.34603811434302906,66.46666666666667
2016,P003453   ,RED,135.15,52.8,56,41,20,57,1187.08,3025.0,15,19.911008562519054,56.22489959839358,0.42175360710321863,18.005208448350007,51.8018018018018,0.5494209534069485,61.88333333333333,21.582709710379667,59.78260869565217,0.31392174704276615,73.26666666666667
2016,P003469   ,BAR,551.8,175.52,226,142,33,293,2358.64,6025.0,30,16.250633716136257,72.19524661385125,0.5309894889452701,16.13218221053668,66.45758661887695,0.40397437573539025,254.96666666666667,16.33635484386154,76.4850379633765,0.6400898371701291,296.8333333333333
2016,P003472   ,GAL,461.6666666666667,212.04,217,167,41,209,2069.4,5200.0,26,23.08225164412224,58.63597060095115,0.4527075812274368,22.463110369701123,50.8177570093458,0.38700760193503797,217.05,23.693055463937657,65.36604987932422,0.5110036110921851,244.61666666666667
2016,P003479   ,RED,618.9166666666666,287.08,284,205,82,420,2404.2,6025.0,30,23.248086550031996,58.901609424257515,0.6786050895381716,24.563986690616783,55.66495001514693,0.6775527515639911,314.3666666666667,21.847243332153198,62.820983125458554,0.6796913478903299,304.55
2016,P003482   ,PAN,476.5,136.04,123,111,16,111,2427.84,6125.1,30,14.405450188101339,52.1009827177228,0.23294858342077648,13.0564506083569,54.723502304147466,0.1978293721665064,242.63333333333333,15.81757454254258,50.03032140691329,0.2693842645381984,233.86666666666667
2016,P003508   ,BAR,291.93333333333334,111.36,93,62,44,137,1318.72,3400.0,17,19.669886592818884,57.15339233038348,0.46928522493720026,19.796147929049695,52.18216318785579,0.4031890660592255,146.33333333333334,19.542313356746345,62.49999999999999,0.5357142857142857,145.6
2016,P003514   ,MIL,440.8833333333333,177.52,162,137,33,110,1960.32,4625.0,23,18.9993336545407,53.45828933474129,0.24949911163195101,19.43414727517828,55.043522785458265,0.2539404553415061,228.4,18.531698425716666,51.77111716621253,0.24472507647658642,212.48333333333332
2016,P003521   ,IST,222.15,55.32,47,48,3,62,2637.48,6100.0,30,11.518780684572386,47.64801297648013,0.2790907044789557,12.334551743697272,42.857142857142854,0.062467464862051014,96.05,10.858140182593575,51.20056497175141,0.4440919904837431,126.1
2016,P003527   ,MIL,369.53333333333336,107.0,105,81,25,85,2563.96,6025.0,30,13.608365320764007,57.06521739130435,0.23001984484935953,14.83909308428461,62.5,0.29158175262580344,212.63333333333333,12.004515123965636,47.96511627906977,0.14659018483110262,156.9
2016,P003537   ,OLY,705.5333333333333,206.24,165,164,21,134,2473.64,6025.0,30,14.239866402410039,47.62179635188178,0.18992724180289144,14.110885163156365,47.77070063694268,0.17359652806943862,357.15,14.371890779037264,47.48908296943232,0.20666889920107162,348.3833333333333
2016,P003540   ,BAS,414.53333333333336,119.84,120,83,36,129,2537.16,6000.016666666666,30,13.673413207568709,60.70416835289356,0.311193309745899,13.48656385673758,62.5638406537283,0.25536969217064237,168.38333333333333,13.81520816658948,59.483914209115284,0.34938045906967297,246.15
2016,P003608   ,OLY,557.95,228.88,258,180,52,295,2151.68,5200.0,26,19.82751189488119,63.58438485804417,0.5287212115780984,20.216062331306915,58.58585858585859,0.48522669383596534,261.73333333333335,19.47855779532481,68.34809395456296,0.56715242221347,296.21666666666664
2016,P003703   ,BAM,102.66666666666667,37.839999999999996,33,26,11,38,1275.56,3225.6,16,18.640659788641848,53.50194552529183,0.3701298701298701,17.32325228237678,56.014150943396224,0.4469560750064218,64.88333333333333,20.93235764880646,50.43227665706051,0.23820026466696076,37.78333333333333
2016,P003783   ,ULK,30.21666666666667,10.879999999999999,2,7,2,-6,1777.56,4625.0,23,18.73698915872296,12.690355329949238,-0.1985659128516271,11.760029541194205,0.0,-0.4419889502762431,9.05,21.469564520600553,17.006802721088437,-0.09448818897637795,21.166666666666668
2016,P003941   ,OLY,359.4166666666667,130.92000000000002,124,84,43,158,2473.64,6025.0,30,17.744278140308914,60.24096385542168,0.4396012056573151,17.4883794924301,58.752025931928685,0.4112327463112803,175.08333333333334,17.97539552191717,61.61314413741598,0.4665461121157323,184.33333333333334
2016,P004004   ,RED,544.1,259.24,225,174,71,187,2321.6,5825.0,29,23.90902230315783,54.81387643734165,0.34368682227531705,26.312487222596854,61.12469437652812,0.4384057971014493,276.0,21.34791826610864,46.84744268077601,0.24617679970160386,268.1
2016,P004007   ,RED,67.5,28.32,21,22,3,8,2404.2,6025.0,30,21.02838551054174,45.02572898799314,0.11851851851851852,23.292021069219516,44.64285714285714,0.15360983102918588,32.55,18.88632841930438,45.45454545454545,0.08583690987124463,34.95
2016,P004088   ,IST,555.0166666666667,218.8,221,181,45,197,2637.48,6100.0,30,18.235259519810562,55.02988047808765,0.3549442959670881,18.839446241678917,59.25076452599389,0.40899795501022496,293.4,17.634242559778464,50.43677204658902,0.2943237561317449,261.6166666666667
2016,P004094   ,IST,0.0,0.0,0,0,0,0,78.8,200.0,1,,,,,,,0.0,,,,
2016,P004119   ,GAL,587.6,255.44,300,189,76,430,2408.04,6000.0,30,21.66330268074381,67.43391476353175,0.731790333560245,22.205908088070842,66.43167028199566,0.6855144272806761,285.9166666666667,21.15006895206036,68.4257602862254,0.77564775426772,301.68333333333334
2016,P004132   ,BAM,592.2333333333333,250.20000000000002,287,194,55,320,2355.44,6072.516666666666,30,21.78317211069612,65.7653528872594,0.5403275735914899,21.456916455868125,65.29850746268657,0.542433110367893,318.93333333333334,22.167130891171023,66.26277925028398,0.5378704720087816,273.3
2016,P004159   ,MIL,748.35,351.44,303,238,101,313,2563.96,6025.0,30,22.071011072849846,53.63971108908087,0.4182534910135632,23.647306326163633,50.37153472420691,0.38895070388466935,344.51666666666665,20.720493685785772,56.850084222347,0.4432521667354519,403.8333333333333
2016,P004160   ,TEL,353.0833333333333,156.72,162,126,38,100,1962.2,4800.0,24,21.71576667315304,56.75448430493274,0.28321925890960586,22.905835426290263,54.49779249448123,0.22383776544863213,174.23333333333332,20.439097117074496,59.08314350797267,0.34106793402292424,178.85
2016,P004161   ,TEL,58.65,17.08,19,11,7,17,807.9200000000001,2000.0,10,14.41821449322635,67.4715909090909,0.2898550724637681,19.83610907495422,78.64238410596026,0.7094594594594594,29.6,8.683131852836198,0.0,-0.13769363166953527,29.05
2016,P004170   ,DAR,365.15,90.04,85,75,16,48,2312.16,5625.0,28,11.997722703246078,51.80399804973183,0.1314528276050938,11.30030734493187,62.5638406537283,0.21278635100162946,173.88333333333333,12.680153094739055,41.9776119402985,0.057511327988846284,191.26666666666668
2016,P004178   ,BAR,608.9833333333333,261.68,274,205,47,241,2126.2400000000002,5425.0,27,21.927169723893645,60.70542360864941,0.39574153644051563,23.1959955933463,61.706629055007056,0.43368517668655343,290.53333333333336,20.794499254169185,59.69351389878831,0.3611241953210865,318.45
2016,P004183   ,TEL,227.81666666666666,105.03999999999999,122,66,41,121,1330.24,3225.0,16,22.356248675579767,72.58448357924799,0.5311288316628868,21.656889740213096,69.81740064446831,0.421875,106.66666666666667,23.017083264236366,74.7863247863248,0.6273215022699133,121.15
2016,P004218   ,PAN,30.483333333333334,7.0,4,6,0,-1,2267.32,5725.1,28,11.596737814814583,33.333333333333336,-0.03280481137233461,9.443502134590933,50.0,0.14084507042253522,21.3,16.570151930212162,0.0,-0.4355716878402904,9.183333333333334
2016,P004222   ,IST,140.1,56.04,50,40,16,41,1517.48,3475.0,17,18.31984606057411,53.14625850340136,0.2926481084939329,18.37251766872387,56.35245901639344,0.27901785714285715,89.6,18.42932401954121,47.86036036036035,0.31683168316831684,50.5
2016,P004223   ,OLY,181.88333333333333,76.28,75,56,12,45,1232.04,3025.0,15,20.5943621801162,61.19451697127937,0.24741134426830386,20.068551492157063,60.84840055632823,0.2756183745583039,94.33333333333333,21.284885085789544,61.500615006150056,0.21701884637350086,87.55
2016,P004259   ,UNK,518.8833333333333,192.36,208,148,44,248,2414.04,6025.0,30,18.504937903327527,62.141491395793494,0.4779494427135194,21.054041589576123,57.51014884979702,0.4435564435564436,250.25,16.15991324513969,67.36146415861718,0.5099888323613352,268.6333333333333
2016,P004290   ,OLY,42.0,13.879999999999999,3,7,2,-7,1435.76,3625.0,18,16.687694189505077,19.03553299492386,-0.16666666666666666,18.195328748755564,25.510204081632654,-0.12072434607645875,33.13333333333333,11.319227689094774,0.0,-0.3383458646616541,8.866666666666667
2016,P004292   ,OLY,0.1,0.0,0,0,0,0,398.03999999999996,1000.0,5,0.0,,0.0,0.0,,0.0,0.05,0.0,,0.0,0.05
2016,P004300   ,GAL,79.23333333333333,32.519999999999996,34,25,8,31,1900.68,4800.0,24,20.73026424951346,59.60729312762973,0.3912494741270509,17.562096609127554,59.241706161137444,0.3875730544447862,54.18333333333334,27.56087285526804,60.13745704467354,0.3992015968063872,25.05
2016,P004418   ,MIL,619.1833333333334,257.88,261,166,102,301,2563.96,6025.0,30,19.5737575695812,61.88353566009105,0.48612419584937144,18.484568927602147,63.93475634313331,0.49813200498132004,321.2,20.73990310106715,60.05736823234134,0.47318082666815814,297.98333333333335
2016,P004425   ,IST,894.9166666666666,395.8,390,301,95,499,2637.48,6100.0,30,20.458031790972022,56.88448074679113,0.5575938169289506,20.273364121322498,57.41431569130334,0.5543525335643136,461.8,20.669393191022593,56.35365568792338,0.5610497556470543,433.1166666666667
2016,P004429   ,OLY,192.25,77.92,74,67,18,62,1992.24,4825.0,24,19.632167608761527,49.386011745862255,0.32249674902470743,19.564375842309257,65.17960602549246,0.4101457096600108,92.65,19.726980351311788,35.89108910891089,0.24096385542168677,99.6
2016,P004499   ,MIL,117.38333333333334,35.0,33,30,0,19,1352.08,3200.0,16,14.11364506953293,55.0,0.16186284253869088,11.955824934840754,72.72727272727273,0.13490725126475547,59.3,16.317374135632434,44.73684210526316,0.18938307030129126,58.08333333333333
2016,P004512   ,BAM,0.0,0.0,0,0,0,0,707.16,1826.4666666666667,9,,,,,,,0.0,,,,0.0
